Index;MZ;RT;ParentDrug;GoodFilter;FilterNoisyT0;FilterNoisyT12;FilterDifferentMassDefect;FilterLikelyDrugFragment;FilterLikelyDrugMetaboliteFragment;PotentialFragments;IonSpectrum;LeadingMZ;DrugMassFlag;DrugMassDelta;DrugMassDeltaSmoothed;DrugConsumedFlag;NumberOfDrugs;NumberOfIncreasedT12vsT0
312;160.089;3.442;METAXALONE;0;0;0;0;1;1;;(161.0964, 223150.95)(162.0993, 23168.12)(163.1028, 1774.54)(359.1425, 443.5);161.096;0;-61.016;-61.016;1;1;0
415;173.072;4.136;METAXALONE;0;1;1;0;0;0;;(174.078, 9880.17)(175.0812, 1422.21);174.078;0;-48.033;-48.033;1;1;0
462;177.115;3.441;METAXALONE;0;0;0;0;1;1;;(178.1226, 11307.84)(179.1251, 1100.86);178.123;0;-43.990;-43.990;1;1;1
533;183.090;1.317;METAXALONE;0;1;1;0;0;0;;(184.0965, 8258.35)(185.093, 3017.84)(186.0958, 821.81);184.096;0;-38.016;-38.016;1;3;0
719;203.095;3.466;METAXALONE;0;0;0;0;1;1;;(204.1019, 8468.92)(205.1072, 1429.19)(206.1096, 762.45);204.102;0;-18.010;-18.011;1;1;0
791;211.075;1.385;METAXALONE;0;1;1;0;0;0;;(423.1536, 2047.14)(212.0821, 5045.08)(213.0888, 971.37);212.082;0;-10.031;-10.031;1;2;1
879;220.072;0.656;METAXALONE;0;1;1;0;0;0;;(243.0631, 1750.75)(221.0784, 29347.76)(222.0815, 4008.03)(441.1461, 1613.6);221.078;0;-1.033;-1.033;1;1;1
892;221.106;3.462;METAXALONE;1;0;0;0;0;0;[[8],104.063,3.453][[74],120.094,3.490][[129],132.094,3.449][[138],134.073,3.443][[200],145.065,3.479][[222],148.089,3.443][[239],150.039,3.482][[312],160.089,3.442][[462],177.115,3.441][[719],203.095,3.466][[1097],238.132,3.440][[1923],305.057,3.442][[2177],321.031,3.467][[2689],352.048,3.508][[5228],593.301,3.403];(244.0945, 195550.34)(245.0979, 24817.89)(246.101, 3176.63)(465.2017, 2853.95)(466.1962, 1022.78)(222.1125, 1065797.0)(223.1159, 119574.01)(224.1248, 9400.61)(260.0677, 4696.32)(261.0699, 946.76)(262.0675, 805.8)(443.2239, 9277.55)(444.2188, 3233.23);222.113;1;0.000;0.000;1;1;0
1097;238.132;3.440;METAXALONE;0;0;0;0;1;1;;(499.2499, 626.41)(239.1393, 9482.11)(240.1427, 1590.35)(241.1415, 1226.23)(515.2269, 566.56)(277.0922, 653.78)(477.2664, 565.95);239.139;0;17.027;17.027;1;1;0
1208;248.054;0.643;METAXALONE;0;1;1;0;0;0;;(519.0967, 8139.18)(520.0988, 2201.59)(521.103, 665.59)(249.0575, 5935.04)(250.0584, 2820.87)(497.1214, 2813.82)(498.1231, 1325.45);519.097;0;26.949;26.949;1;1;0
1344;260.083;1.530;METAXALONE;0;1;1;0;0;0;;(283.0714, 2857.23)(284.0781, 791.6)(285.08, 692.85)(299.0452, 1149.0)(261.0901, 58935.15)(262.0938, 7610.05)(263.0874, 3747.8);261.090;0;38.978;38.978;1;1;3
1380;263.172;1.253;METAXALONE;1;0;0;0;0;0;;(264.1785, 4811.01)(302.1353, 34041.17)(303.1396, 6999.08);302.135;0;42.067;42.067;1;1;0
1603;280.131;0.669;METAXALONE;0;1;1;0;0;0;;(281.1473, 13103.62)(282.1542, 4450.43)(283.1439, 2875.11);281.147;0;59.026;59.026;1;1;1
1711;289.058;0.408;METAXALONE;0;0;1;0;0;0;;(312.0451, 5319.16)(313.037, 2564.92)(290.0616, 39751.71)(291.0573, 5016.19)(292.057, 5049.01)(328.0193, 7979.88);290.062;0;67.953;67.953;1;1;0
1725;290.091;2.249;METAXALONE;0;1;1;0;0;0;;(291.0984, 9245.43)(292.0997, 3422.83)(293.1033, 952.11);291.098;0;68.986;68.986;1;1;0
1923;305.057;3.442;METAXALONE;0;0;0;0;1;1;;(306.0645, 7457.98)(307.0695, 1554.46)(308.064, 455.71);306.065;0;83.952;83.952;1;1;0
2177;321.031;3.467;METAXALONE;0;0;0;0;1;1;;(322.038, 8879.17)(323.0424, 1453.68)(324.0386, 3904.97)(325.0403, 999.44)(326.0341, 1225.7);322.038;0;99.925;99.925;1;1;0
2185;321.120;0.355;METAXALONE;0;1;1;0;0;0;;(344.1102, 2965.08)(345.1121, 483.93)(322.1279, 6420.31)(323.1299, 1008.61)(360.0834, 4927.35)(361.0866, 754.95)(362.0761, 1147.64);322.128;0;100.015;100.016;1;1;0
2187;321.122;2.725;METAXALONE;0;1;0;0;0;0;;(322.1289, 7187.53)(323.1261, 3163.34)(324.1331, 3480.33)(325.1296, 761.46);322.129;0;100.016;100.016;1;1;2
2468;338.043;0.482;METAXALONE;0;0;1;0;0;0;;(339.0511, 9683.66)(340.0519, 1365.41)(341.048, 989.49);339.051;0;116.938;116.938;1;1;3
2689;352.048;3.508;METAXALONE;0;0;0;0;1;1;;(353.0557, 10516.37)(354.0591, 1849.09)(355.0629, 586.04);353.056;0;130.943;130.943;1;1;1
2820;360.190;1.784;METAXALONE;1;0;0;0;0;0;;(361.1967, 265987.66)(362.2017, 40975.65)(363.2054, 6396.15);361.197;0;139.085;139.085;1;2;1
3187;387.162;3.015;METAXALONE;1;0;0;0;0;0;;(388.1694, 8373.17)(389.1697, 2706.43)(390.1731, 5681.0)(391.1787, 966.84)(392.1795, 1481.01);388.169;0;166.057;166.057;1;1;0
3215;388.227;0.675;METAXALONE;0;0;1;0;0;0;;(389.2341, 10261.74)(390.2344, 2658.61);389.234;0;167.122;167.122;1;1;0
4255;471.440;1.511;METAXALONE;0;1;1;1;0;0;;(472.4469, 5418.72)(473.4486, 1777.31)(474.4608, 1482.17)(943.8823, 1382.87)(944.8869, 652.33);472.447;0;250.335;250.335;1;1;0
4420;488.240;3.344;METAXALONE;0;1;0;0;0;0;;(489.2469, 78559.65)(490.2489, 13018.22)(527.1986, 722.14)(528.1905, 501.04)(977.5012, 1927.14)(978.5035, 1225.49)(979.5166, 827.35);489.247;0;267.135;267.135;1;1;1
4591;503.598;3.652;METAXALONE;0;1;1;1;0;0;;(526.5875, 2222.11)(504.605, 13277.86);504.605;0;282.492;282.492;1;3;0
4712;520.104;1.498;METAXALONE;0;1;1;0;0;0;;(521.1105, 5384.03)(522.1153, 2562.42);521.111;0;298.998;298.998;1;1;0
4871;541.082;0.868;METAXALONE;1;0;0;0;0;0;;(564.0683, 495.9)(542.0892, 17517.41)(543.0991, 11303.33)(544.1016, 2777.0);542.089;0;319.977;319.977;1;1;1
5228;593.301;3.403;METAXALONE;0;0;0;0;1;1;;(594.2983, 9194.93)(595.2958, 4265.01)(596.3007, 3446.76);594.298;0;372.195;372.195;1;1;1
5240;594.622;2.586;METAXALONE;0;1;1;1;0;0;;(595.6296, 16639.55)(596.6341, 4359.37)(597.6316, 50988.66)(598.6405, 2620.38)(633.5797, 446.77);597.632;0;373.517;373.517;1;1;1
5417;629.828;2.579;METAXALONE;0;0;0;1;0;0;;(630.828, 3536.18)(631.8277, 1121.09)(632.8142, 15154.8)(633.8196, 7345.23);632.814;0;408.723;408.723;1;1;1
5547;652.808;1.482;METAXALONE;0;1;1;1;0;0;;(653.8117, 3126.34)(654.8208, 2290.22)(655.7941, 5199.16)(656.8029, 1876.34);655.794;0;431.703;431.703;1;1;1
5610;666.317;2.578;METAXALONE;0;0;1;1;0;0;;(667.3242, 8419.45)(668.3435, 2764.57);667.324;0;445.212;445.212;1;1;0
5617;668.383;3.570;METAXALONE;0;1;0;1;0;0;;(691.3659, 2283.78)(669.3898, 9693.0)(670.3818, 5610.24)(671.3831, 6654.31);669.390;0;447.277;447.277;1;1;0
5693;690.354;2.521;METAXALONE;0;1;0;1;0;0;;(691.361, 8073.35)(692.362, 6531.2)(693.3617, 2138.73);691.361;0;469.249;469.249;1;1;1
5708;694.263;2.376;METAXALONE;0;1;1;0;0;0;;(695.2697, 5881.51)(696.2717, 3596.41);695.270;0;473.157;473.157;1;1;1
6117;891.854;0.416;METAXALONE;0;0;0;1;0;0;;(892.8609, 6869.0)(893.86, 1801.76)(894.8595, 2491.47);892.861;0;670.749;670.749;1;1;0
6138;913.413;1.556;METAXALONE;0;1;1;1;0;0;;(914.4207, 7673.48)(915.4239, 3815.01)(916.4267, 1369.86);914.421;0;692.308;692.308;1;1;1
21;109.029;2.506;METHOCARBAMOL;0;0;0;0;1;1;;(110.0361, 7155.18)(111.044, 1343.62)(112.0502, 112.63);110.036;0;-132.066;-132.066;0;1;4
53;117.043;2.495;METHOCARBAMOL;0;0;0;0;1;1;;(118.05, 48653.91)(119.0531, 2358.73);118.050;0;-124.052;-124.052;0;1;5
77;121.029;2.498;METHOCARBAMOL;0;0;0;0;1;1;;(122.036, 5940.92)(123.0442, 1545.48);122.036;0;-120.066;-120.066;0;1;0
79;122.031;2.519;METHOCARBAMOL;0;0;0;0;1;1;;(123.038, 11359.08)(124.0408, 1784.92)(125.0338, 1473.66)(245.0712, 2231.93)(246.0747, 681.54);123.038;0;-119.064;-119.064;0;1;0
85;124.052;2.490;METHOCARBAMOL;0;0;0;0;1;1;;(125.0595, 9938.51)(126.062, 994.08);125.059;0;-117.043;-117.042;0;1;5
137;134.073;2.512;METHOCARBAMOL;0;0;0;0;1;1;;(157.0607, 497.09)(135.0784, 15703.5)(136.077, 2048.53);135.078;0;-107.022;-107.022;0;1;4
149;136.053;2.495;METHOCARBAMOL;0;0;0;0;1;1;;(159.0415, 751.44)(137.0596, 7777.19)(138.0624, 999.39);137.060;0;-105.043;-105.043;0;1;10
198;145.047;2.522;METHOCARBAMOL;0;0;0;0;1;1;;(146.0546, 22180.76)(147.0581, 2806.14)(148.0461, 6643.55);146.055;0;-96.048;-96.048;0;1;1
240;150.068;2.496;METHOCARBAMOL;0;0;0;0;1;1;;(151.0755, 6742.76)(152.078, 731.8);151.076;0;-91.027;-91.027;0;1;5
326;162.068;2.498;METHOCARBAMOL;0;0;0;0;1;1;;(163.076, 70286.48)(164.0794, 7247.5)(165.0865, 720.37);163.076;0;-79.027;-79.027;0;1;0
487;180.079;2.499;METHOCARBAMOL;0;0;0;0;1;1;;(203.0655, 634.19)(383.1439, 835.24)(181.086, 8292.79)(182.0889, 1278.37)(183.0746, 477.6)(399.122, 972.07);181.086;0;-61.016;-61.016;0;1;6
547;185.112;0.577;METHOCARBAMOL;0;1;1;0;0;0;;(186.1183, 16108.85)(371.2344, 18481.86)(372.235, 4292.88);371.234;0;-55.983;-55.983;0;1;0
665;198.085;2.498;METHOCARBAMOL;0;0;0;0;1;1;;(199.0963, 105212.77)(200.0987, 12348.8)(201.1033, 3399.03)(237.0445, 10751.18)(238.0474, 1742.0)(239.0432, 1553.7);199.096;0;-43.010;-43.010;0;2;0
667;198.090;2.494;METHOCARBAMOL;0;0;0;0;1;1;;(199.097, 46287.59)(200.1004, 4915.29)(201.1025, 1909.07);199.097;0;-43.005;-43.005;0;1;5
918;223.085;2.495;METHOCARBAMOL;0;0;0;0;1;1;;(224.0922, 10929.39)(225.0954, 1325.83)(226.0992, 1331.84);224.092;0;-18.010;-18.011;0;1;5
1127;241.096;2.497;METHOCARBAMOL;1;0;0;0;0;0;[[21],109.029,2.506][[53],117.043,2.495][[77],121.029,2.498][[79],122.031,2.519][[85],124.052,2.490][[137],134.073,2.512][[149],136.053,2.495][[198],145.047,2.522][[240],150.068,2.496][[326],162.068,2.498][[487],180.079,2.499][[665],198.085,2.498][[667],198.090,2.494][[918],223.085,2.495][[1785],295.001,2.526][[2260],326.027,2.526][[2494],340.012,2.519][[2495],340.016,2.515][[3196],388.057,2.510][[3197],388.064,2.508][[3370],399.106,2.508][[3371],399.111,2.510][[3372],399.117,2.503][[3399],401.103,2.513][[3400],401.106,2.506][[3557],413.715,2.446][[3785],431.061,2.527][[3786],431.066,2.503][[4319],479.256,2.471][[4757],526.310,2.534][[4758],526.318,2.550][[5248],596.298,2.523][[5760],713.374,2.501][[6146],924.563,2.533];(264.085, 358723.03)(265.0879, 37027.26)(266.0896, 4360.25)(242.1028, 128902.09)(243.106, 14912.36)(244.1078, 1954.77)(280.0578, 9078.82)(281.0622, 1281.7)(282.0541, 1036.69);264.085;1;0.001;0.000;0;1;1
1275;253.950;0.706;METHOCARBAMOL;0;0;1;1;0;0;;(254.9573, 23173.86)(255.9585, 1.67)(256.9597, 5090.5)(257.9585, 1.67)(258.9573, 817.12);254.957;0;12.855;12.855;0;1;0
1785;295.001;2.526;METHOCARBAMOL;0;0;0;0;1;1;;(317.9878, 507.87)(296.0081, 15973.31)(297.0109, 2752.47)(298.0097, 3523.59);296.008;0;53.906;53.906;0;1;1
1974;309.057;2.526;METHOCARBAMOL;0;0;0;0;1;1;;(310.0645, 7005.39)(311.0671, 1904.75)(312.0531, 6747.25)(313.0569, 1452.26);310.065;0;67.962;67.962;0;1;1
2259;326.020;2.528;METHOCARBAMOL;0;0;0;0;1;1;;(327.0271, 19080.0)(328.0317, 3394.98)(329.0301, 605.33);327.027;0;84.925;84.925;0;1;1
2260;326.027;2.526;METHOCARBAMOL;0;0;0;0;1;1;;(327.0344, 16327.16)(328.0399, 3054.86)(329.0375, 752.17);327.034;0;84.932;84.932;0;1;3
2494;340.012;2.519;METHOCARBAMOL;0;0;0;0;1;1;;(341.0218, 6579.13)(342.0255, 2693.29);341.022;0;98.917;98.917;0;1;0
2495;340.016;2.515;METHOCARBAMOL;0;0;0;0;1;1;;(341.0183, 6658.98)(342.0222, 2483.11);341.018;0;98.921;98.921;0;1;0
3196;388.057;2.510;METHOCARBAMOL;0;0;0;0;1;1;;(389.0647, 7012.04)(390.0695, 1626.94)(391.0637, 2555.43)(392.0673, 562.03)(393.0607, 1185.2)(427.0239, 440.97)(777.1169, 452.68);389.065;0;146.962;146.962;0;1;1
3197;388.064;2.508;METHOCARBAMOL;0;0;1;0;1;1;;(411.0579, 622.12)(389.0712, 6393.17)(390.074, 1959.59)(391.0693, 2215.72)(392.0772, 586.99)(393.0686, 1092.68)(427.0314, 512.87);389.071;0;146.969;146.969;0;1;5
3370;399.106;2.508;METHOCARBAMOL;0;0;0;0;1;1;;(400.1131, 4257.39)(401.1174, 1694.61)(402.1012, 10061.0)(403.1077, 2446.0)(799.2253, 412.9);402.101;0;158.011;158.011;0;1;1
3371;399.111;2.510;METHOCARBAMOL;0;0;0;0;1;1;;(400.1178, 4293.54)(401.1211, 1705.3)(402.1069, 11122.27)(403.1115, 2457.54);402.107;0;158.016;158.016;0;1;2
3372;399.117;2.503;METHOCARBAMOL;0;0;0;0;1;1;;(400.124, 4371.48)(401.1265, 1898.46)(402.1129, 11088.28)(403.1165, 2285.56);402.113;0;158.022;158.022;0;1;5
3399;401.103;2.513;METHOCARBAMOL;0;0;0;0;1;1;;(402.1095, 7221.52)(403.1125, 1956.3);402.110;0;160.008;160.008;0;1;1
3400;401.106;2.506;METHOCARBAMOL;0;0;0;0;1;1;;(402.1133, 9084.43)(403.1179, 2488.79);402.113;0;160.011;160.011;0;1;1
3557;413.715;2.446;METHOCARBAMOL;0;1;1;1;1;1;;(414.7226, 5897.5)(415.7244, 3671.16)(416.7278, 1159.01);414.723;0;172.620;172.620;0;3;2
3785;431.061;2.527;METHOCARBAMOL;0;0;0;0;1;1;;(432.0684, 16647.14)(433.0711, 3907.06)(434.0711, 4247.06);432.068;0;189.966;189.966;0;1;1
3786;431.066;2.503;METHOCARBAMOL;0;0;0;0;1;1;;(432.072, 9604.78)(433.0758, 1922.68)(434.074, 3443.74)(435.0754, 766.29)(436.0704, 1157.71);432.072;0;189.971;189.971;0;1;1
3957;444.226;1.769;METHOCARBAMOL;0;0;1;0;0;0;;(445.2315, 20571.59)(927.4192, 1359.36)(928.4224, 857.77)(929.4109, 894.11)(889.4587, 1620.27)(890.4393, 792.97);445.231;0;203.131;203.131;0;1;0
4319;479.256;2.471;METHOCARBAMOL;0;1;1;0;1;1;;(480.2634, 30738.2)(481.2614, 27256.15)(997.4793, 666.94)(959.5157, 7899.55)(960.5163, 3542.28)(961.5127, 2268.94);480.263;0;238.161;238.161;0;2;0
4757;526.310;2.534;METHOCARBAMOL;0;0;0;1;1;1;;(527.3177, 21193.3)(528.3193, 7972.9)(529.306, 1728.14);527.318;0;285.215;285.215;0;1;2
4758;526.318;2.550;METHOCARBAMOL;0;0;0;1;1;1;;(527.325, 9816.06)(528.3291, 3788.53)(529.3308, 1066.96);527.325;0;285.223;285.223;0;1;1
4848;538.286;1.494;METHOCARBAMOL;0;1;1;0;0;0;;(561.2696, 4162.01)(539.2929, 30472.72)(540.2938, 8504.23)(541.2951, 5221.93);539.293;0;297.191;297.191;0;1;10
5248;596.298;2.523;METHOCARBAMOL;0;1;1;1;1;1;;(597.3043, 120522.96)(598.3093, 18864.59)(599.3087, 3928.35);597.304;0;355.203;355.203;0;1;0
5760;713.374;2.501;METHOCARBAMOL;0;1;0;1;1;1;;(714.3813, 10063.6)(715.3842, 4572.7)(716.3856, 2368.18);714.381;0;472.279;472.279;0;1;1
5913;772.942;4.257;METHOCARBAMOL;0;1;1;1;0;0;;(773.9491, 16199.56)(774.9515, 6736.05)(775.9578, 19515.84)(776.9638, 6706.02);775.958;0;531.847;531.847;0;1;1
6146;924.563;2.533;METHOCARBAMOL;0;0;0;1;1;1;;(925.5703, 20987.2)(926.5737, 11081.67)(927.5741, 3731.72)(928.5609, 1159.15);925.570;0;683.468;683.468;0;1;1
31;111.043;0.480;METHOXSALEN;0;1;1;0;0;0;;(112.0503, 47465.96)(113.0535, 2503.14)(114.0647, 1927.39);112.050;0;-104.999;-104.999;1;1;0
373;168.022;3.405;METHOXSALEN;0;0;0;0;1;1;;(169.0293, 13755.2)(170.0303, 606.48)(171.025, 532.93);169.029;0;-48.020;-48.021;1;1;0
389;170.106;0.999;METHOXSALEN;0;1;1;0;0;0;;(193.0942, 849.59)(171.1127, 21349.86)(172.1196, 3223.74)(341.2181, 56429.46)(342.22, 11666.11);341.218;0;-45.937;-45.937;1;2;3
441;176.048;3.251;METHOXSALEN;1;0;0;0;0;0;[[551],186.032,3.281][[2484],339.077,3.328][[4638],510.782,3.343];(177.0549, 22727.28)(178.0598, 3361.02);177.055;0;-39.995;-39.994;1;1;20
442;176.048;3.776;METHOXSALEN;0;1;1;0;0;0;;(177.0549, 13132.21)(178.0604, 1828.88);177.055;0;-39.995;-39.994;1;1;7
503;181.073;0.801;METHOXSALEN;0;0;1;0;0;0;;(182.0807, 34907.8)(363.1521, 34939.7)(364.1528, 12035.04)(365.1509, 7643.77);363.152;0;-34.969;-34.969;1;1;1
551;186.032;3.281;METHOXSALEN;0;0;0;0;1;1;;(187.0389, 13821.53)(188.042, 1648.94)(189.0448, 387.38);187.039;0;-30.011;-30.011;1;1;2
693;201.019;3.383;METHOXSALEN;0;0;0;0;1;1;;(202.0267, 15036.63)(203.0303, 1815.21);202.027;0;-15.023;-15.024;1;1;0
836;216.043;3.380;METHOXSALEN;1;0;0;0;0;0;[[373],168.022,3.405][[551],186.032,3.281][[693],201.019,3.383][[1865],299.995,3.382][[2088],315.967,3.382][[2392],333.122,3.421][[2484],339.077,3.328][[4638],510.782,3.343];(239.0318, 175047.14)(240.035, 22485.5)(241.0367, 2859.13)(455.0734, 6622.72)(456.0776, 1941.58)(457.0783, 618.5)(217.0501, 2635978.8)(218.0537, 320722.5)(219.0556, 36935.8)(220.058, 3764.97)(255.0066, 1754.06)(256.0119, 312.43);217.050;1;0.001;0.000;1;1;0
853;218.058;3.776;METHOXSALEN;1;0;0;0;0;0;;(219.0657, 8858.57)(220.0708, 1490.2)(221.0743, 509.21);219.066;0;2.016;2.016;1;1;13
854;218.058;3.261;METHOXSALEN;1;0;0;0;0;0;[[551],186.032,3.281][[2484],339.077,3.328][[4638],510.782,3.343];(219.0654, 27726.97)(220.0695, 3457.85)(221.0741, 1136.57);219.065;0;2.016;2.016;1;1;11
855;218.058;4.096;METHOXSALEN;1;0;0;0;0;0;;(219.065, 22981.38)(220.0688, 2932.74);219.065;0;2.016;2.016;1;1;2
859;218.075;0.409;METHOXSALEN;1;0;0;0;0;0;;(241.0638, 11005.52)(242.0587, 2077.98)(219.081, 18475.7)(220.0856, 2101.12);219.081;0;2.033;2.033;1;1;0
930;224.116;1.540;METHOXSALEN;0;0;1;0;0;0;;(471.2237, 22951.61)(225.1239, 6999.38)(226.1231, 1871.55);471.224;0;8.074;8.074;1;1;3
1063;236.068;3.271;METHOXSALEN;1;0;0;0;0;0;[[551],186.032,3.281][[2484],339.077,3.328][[4638],510.782,3.343];(259.058, 13758.33)(260.0623, 1922.38)(237.0757, 4836.56)(238.0792, 800.78)(275.0279, 1568.02)(276.0318, 463.84)(277.0323, 537.36);259.058;0;20.026;20.026;1;1;3
1171;244.179;2.437;METHOXSALEN;0;1;1;0;0;0;;(245.1866, 30924.32)(246.1897, 3933.96)(247.1924, 545.15);245.187;0;28.137;28.137;1;2;1
1186;246.053;3.645;METHOXSALEN;1;0;0;0;0;0;;(269.0427, 913.24)(247.0605, 8999.58)(248.0631, 1556.7)(249.062, 325.42);247.060;0;30.011;30.011;1;1;0
1214;248.087;0.420;METHOXSALEN;1;0;0;0;0;0;;(271.0826, 7136.09)(272.0857, 3057.09)(287.0514, 21755.74)(288.0585, 2550.27)(289.0523, 2659.1)(249.0947, 74274.05)(250.0936, 34516.67)(251.0817, 3138.72);249.095;0;32.045;32.045;1;1;0
1356;261.091;2.003;METHOXSALEN;0;1;1;0;0;0;;(262.098, 19462.08)(263.1024, 3715.05)(264.1089, 651.99)(561.1464, 674.98);262.098;0;45.048;45.048;1;1;7
1595;279.796;1.505;METHOXSALEN;0;1;1;1;0;0;;(302.7816, 330.17)(582.5873, 702.08)(280.8033, 13739.14)(281.8098, 941.29);280.803;0;63.754;63.754;1;2;0
1630;282.930;0.675;METHOXSALEN;0;1;1;1;0;0;;(283.9381, 9132.19)(284.9372, 1811.39)(285.9303, 1928.33);283.938;0;66.887;66.887;1;1;0
1865;299.995;3.382;METHOXSALEN;0;0;0;1;1;1;;(301.002, 9918.41)(302.0052, 1398.39)(303.0014, 558.42);301.002;0;83.952;83.952;1;1;0
2061;314.033;0.427;METHOXSALEN;0;1;1;0;0;0;;(337.0271, 3076.41)(315.0355, 22711.9)(316.0426, 2773.82)(317.0406, 1640.69)(352.9959, 3980.32)(353.9974, 605.11)(354.9967, 682.55);315.036;0;97.991;97.991;1;1;0
2088;315.967;3.382;METHOXSALEN;0;0;0;1;1;1;;(316.9742, 9002.25)(317.9772, 1615.75)(318.9732, 1196.27);316.974;0;99.925;99.925;1;1;1
2122;318.048;0.652;METHOXSALEN;0;1;1;0;0;0;;(341.0354, 5069.82)(342.0356, 1226.83)(343.03, 2662.05)(319.0572, 6944.25)(320.0718, 2094.99);319.057;0;102.006;102.006;1;1;0
2188;321.122;2.991;METHOXSALEN;1;0;0;0;0;0;;(344.1112, 1208.03)(345.1104, 686.26)(322.1289, 10134.5)(323.1339, 1988.44)(324.14, 501.03);322.129;0;105.079;105.079;1;1;1
2392;333.122;3.421;METHOXSALEN;0;0;0;0;1;1;;(356.1116, 872.0)(334.1287, 9767.6)(335.1323, 2433.65)(372.0853, 376.57);334.129;0;117.079;117.079;1;1;3
2425;335.137;3.171;METHOXSALEN;1;0;0;0;0;0;;(336.1443, 53067.84)(337.1476, 9521.86)(338.1497, 1568.97)(671.2728, 372.78)(672.2714, 425.68);336.144;0;119.095;119.095;1;1;1
2484;339.077;3.328;METHOXSALEN;0;0;0;0;1;1;;(362.067, 5197.28)(363.0743, 949.01)(364.0711, 406.69)(340.0847, 26670.96)(341.0883, 5142.88)(342.0851, 1661.0)(378.0392, 723.84);340.085;0;123.035;123.035;1;1;1
2580;344.387;1.812;METHOXSALEN;0;1;1;1;0;0;;(345.3947, 4171.33)(689.7825, 5645.67)(690.7868, 2074.96);689.783;0;128.345;128.345;1;1;0
2845;362.301;5.470;METHOXSALEN;0;1;1;1;0;0;;(385.2906, 10997.01)(386.2942, 1752.73)(387.2822, 1367.74)(363.3094, 6074.92);385.291;0;146.259;146.259;1;1;0
2869;364.164;2.420;METHOXSALEN;1;0;0;0;0;0;;(767.2861, 926.06)(365.1708, 13829.82)(366.1726, 3690.87);365.171;0;148.121;148.121;1;1;3
3036;375.733;2.674;METHOXSALEN;0;1;1;1;0;0;;(376.7412, 5739.73)(377.7425, 426.17)(378.7501, 729.51);376.741;0;159.691;159.691;1;1;0
3256;391.157;3.277;METHOXSALEN;0;1;1;0;0;0;;(805.3104, 686.72)(392.1635, 5789.26)(393.1661, 844.2)(394.1483, 658.61);392.163;0;175.114;175.114;1;1;0
3448;404.700;2.965;METHOXSALEN;0;1;1;1;0;0;;(405.7082, 7900.95)(848.3597, 543.85)(810.4078, 1500.99);405.708;0;188.658;188.658;1;1;1
3535;412.265;2.299;METHOXSALEN;0;0;0;1;0;0;;(413.2715, 6070.17)(414.2711, 1754.74)(451.2294, 12796.3)(452.2432, 5208.37);451.229;0;196.223;196.223;1;1;1
3637;420.139;0.532;METHOXSALEN;0;1;1;0;0;0;;(421.1455, 10341.99)(422.1529, 4176.64)(423.1561, 1127.72)(459.1017, 1932.14)(460.1025, 650.55)(461.0994, 443.58);421.146;0;204.097;204.097;1;1;6
3987;447.198;0.619;METHOXSALEN;0;1;0;0;0;0;;(448.2058, 27117.45)(449.2068, 6018.08)(450.2063, 2614.47);448.206;0;231.155;231.155;1;1;3
4082;455.624;2.188;METHOXSALEN;0;1;1;1;0;0;;(456.6307, 8144.13)(494.5877, 3808.46)(495.5848, 2065.95)(496.5705, 2248.96);456.631;0;239.582;239.582;1;2;0
4109;458.081;2.647;METHOXSALEN;1;0;0;0;0;0;;(459.0888, 13716.11)(460.0917, 2957.15)(461.0887, 1834.86);459.089;0;242.039;242.039;1;1;5
4219;468.677;2.080;METHOXSALEN;0;1;1;1;0;0;;(469.6839, 12976.53)(470.6838, 6215.18)(471.6807, 3122.03)(938.3673, 890.0);469.684;0;252.635;252.635;1;1;0
4503;494.247;2.577;METHOXSALEN;0;0;0;1;0;0;;(495.2541, 10902.65)(496.264, 4584.64)(497.2386, 15105.92)(498.2414, 4824.49);497.239;0;278.205;278.205;1;1;0
4583;502.800;2.362;METHOXSALEN;0;1;1;1;0;0;;(525.787, 2841.37)(503.8074, 6834.78)(504.8078, 1862.18);503.807;0;286.758;286.758;1;1;0
4638;510.782;3.343;METHOXSALEN;0;1;1;1;1;1;;(511.7895, 14077.49)(512.7904, 3232.49)(513.7759, 869.81);511.789;0;294.740;294.740;1;2;4
4705;519.251;1.487;METHOXSALEN;0;0;0;1;0;0;;(520.257, 11901.53)(521.2526, 6069.93)(522.2539, 5053.14);520.257;0;303.208;303.208;1;1;0
4832;536.273;3.045;METHOXSALEN;0;0;0;1;0;0;;(537.2803, 10134.19)(538.2775, 1606.19);537.280;0;320.231;320.231;1;1;1
5258;597.330;1.883;METHOXSALEN;0;1;0;1;0;0;;(636.2955, 2467.45)(598.3442, 7135.34)(599.329, 3912.12);598.344;0;381.288;381.288;1;1;1
5286;603.336;2.689;METHOXSALEN;0;1;1;1;0;0;;(604.3433, 329138.75)(605.3455, 76445.05)(606.3495, 11519.29);604.343;0;387.294;387.294;1;2;0
5333;611.278;3.055;METHOXSALEN;0;1;1;1;0;0;;(612.2808, 18911.96)(613.2829, 8624.05)(614.2678, 4333.96)(615.275, 1844.78);612.281;0;395.235;395.235;1;2;0
5413;629.150;0.888;METHOXSALEN;0;1;1;0;0;0;;(630.1573, 23113.91)(631.1623, 12620.2)(632.1659, 3290.98);630.157;0;413.108;413.108;1;1;0
