# Notes : All Entities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.S083_2017_Jun_06_19_20_39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Owner : gxuser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Created On : Tue Jun 06 19:27:02 EDT 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,MZ002H-Pool01-P008B3-S083-T00(raw),MZ002H-Pool01-P008B3-S083-T12(raw),MZ002H-Pool02-P008B3-S083-T00(raw),MZ002H-Pool02-P008B3-S083-T12(raw),MZ002H-Pool03-P008B3-S083-T00(raw),MZ002H-Pool03-P008B3-S083-T12(raw),MZ002H-Pool04-P008B3-S083-T00(raw),MZ002H-Pool04-P008B3-S083-T12(raw),MZ002H-Pool05-P008B3-S083-T00(raw),MZ002H-Pool05-P008B3-S083-T12(raw),MZ002H-Pool06-P008B3-S083-T00(raw),MZ002H-Pool06-P008B3-S083-T12(raw),MZ002H-Pool07-P008B3-S083-T00(raw),MZ002H-Pool07-P008B3-S083-T12(raw),MZ002H-Pool08-P008B3-S083-T00(raw),MZ002H-Pool08-P008B3-S083-T12(raw),MZ002H-Pool09-P008B3-S083-T00(raw),MZ002H-Pool09-P008B3-S083-T12(raw),MZ002H-Pool10-P008B3-S083-T00(raw),MZ002H-Pool10-P008B3-S083-T12(raw),MZ002H-Pool11-P008B3-S083-T00(raw),MZ002H-Pool11-P008B3-S083-T12(raw),MZ002H-Pool12-P008B3-S083-T00(raw),MZ002H-Pool12-P008B3-S083-T12(raw),MZ002H-Pool13-P008B3-S083-T00(raw),MZ002H-Pool13-P008B3-S083-T12(raw),MZ002H-Pool14-P008B3-S083-T00(raw),MZ002H-Pool14-P008B3-S083-T12(raw),MZ002H-Pool15-P008B3-S083-T00(raw),MZ002H-Pool15-P008B3-S083-T12(raw),MZ002H-Pool16-P008B3-S083-T00(raw),MZ002H-Pool16-P008B3-S083-T12(raw),MZ002H-Pool17-P008B3-S083-T00(raw),MZ002H-Pool17-P008B3-S083-T12(raw),MZ002H-Pool18-P008B3-S083-T00(raw),MZ002H-Pool18-P008B3-S083-T12(raw),MZ002H-Pool19-P008B3-S083-T00(raw),MZ002H-Pool19-P008B3-S083-T12(raw),MZ002H-Pool20-P008B3-S083-T00(raw),MZ002H-Pool20-P008B3-S083-T12(raw),MZ002H-Pool21-P008B3-S083-T00(raw),MZ002H-Pool21-P008B3-S083-T12(raw),MZ002H-Pool97-P008B3-S083-T00(raw),MZ002H-Pool97-P008B3-S083-T12(raw),MZ002H-Pool98-P008B3-S083-T00(raw),MZ002H-Pool98-P008B3-S083-T12(raw),MZ002H-Pool99-P008B3-S083-T00(raw),MZ002H-Pool99-P008B3-S083-T12(raw),Compound Name,Mass,Retention Time,Frequency,Ionization mode,CompositeSpectrum
715.931@3.6064796,618142,808631,715541,838073,636351,652324,654949,716214,665419,692626,695978,785565,628098,667901,616786,693934,851563,775275,765921,809019,624147,690589,631575,709246,693273,758915,638974,776116,672677,707723,644460,755448,669978,677233,681631,796146,616876,653797,607922,765218,695717,818971,648673,765377,679550,866989,643935,795785,715.931@3.6064796,715.931,3.6064796,48,+,"(716.9384, 166159.25)(717.9403, 20328.82)"
478.9329@3.6102142,46679,59579,1,63483,60638,116197,57142,120496,56499,118955,57187,62370,57531,113101,53628,56597,140662,61560,60021,58044,51980,119967,53696,55689,55264,56432,52426,116253,55335,57220,112176,1,52566,55097,55096,1,1,55156,48163,116505,51431,59239,109045,59173,53154,1,50642,1,478.9329@3.6102142,478.9329,3.6102142,42,+,"(479.9408, 14664.6)(480.9366, 1064.98)(481.9526, 15196.7)(482.9488, 420.79)"
484.2677@3.6044996,263087,199581,232838,232130,235546,228862,233117,217786,217257,236264,242833,240720,816557,225858,287918,395139,226547,225103,233850,232658,226337,245433,218061,232690,208935,288582,216556,1,215411,205617,202211,215658,280082,200094,220226,223531,596333,220462,208467,1,216386,230930,208687,236404,217033,229671,342928,225273,484.2677@3.6044996,484.2677,3.6044996,46,+,"(485.2749, 41909.23)(486.2762, 4725.59)(487.2886, 31679.13)(488.2939, 1918.64)(489.2746, 8137.17)"
471.2746@3.6089995,1,85884,1,91201,1,83821,56465,1,1,86301,81468,94168,1,1,75827,80872,92853,1,86917,84352,85031,88318,82139,1,75095,1,1,85182,78540,1,72824,1,70287,79463,75552,82909,67074,74146,72585,1,73017,1,71678,82933,84204,89367,1,94609,471.2746@3.6089995,471.2746,3.6089995,32,+,"(472.2817, 14897.21)(473.2759, 1819.14)(474.2682, 5415.25)(475.2578, 1390.96)"
569.8041@3.6167417,1,1,20690,1,36332,26607,30165,25435,1,1,1,1,30901,23513,27343,25228,26056,1,20910,1,32531,23562,33621,23277,1,1,1,1,34307,23908,31092,23908,1,1,1,1,31579,26744,32070,26376,1,1,33121,32531,1,1,31628,29973,569.8041@3.6167417,569.8041,3.6167417,27,+,"(592.7987, 810.54)(570.8114, 8232.82)(571.813, 2467.69)"
324.2046@3.6043787,1,1,1,1,1,39162,22704,35486,1,34370,1,37976,24865,33056,24918,31151,33182,33415,25044,35773,31928,29661,28527,34374,1,35226,1,32219,53573,28182,38194,20666,46023,28421,37746,28066,29542,26965,39062,47781,31037,32148,27665,1,31358,1,32223,28147,324.2046@3.6043787,324.2046,3.6043787,37,+,"(347.1936, 2025.34)(348.1899, 706.44)(349.1842, 783.09)(671.3991, 517.2)(325.2121, 6570.47)(326.2102, 3284.07)(327.2018, 1135.27)"
236.1032@3.623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19810,1,1,1,1,1,1,1,1,1,1,19642,1,1,1,1,1,1,1,1,236.1032@3.623,236.1032,3.623,2,+,"(237.1105, 6017.88)(238.1134, 943.63)"
231.1474@3.624,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15425,1,1,1,1,1,1,1,1,1,1,17953,1,1,1,1,1,1,1,1,231.1474@3.624,231.1474,3.624,2,+,"(232.1547, 6290.06)(233.1556, 477.97)(234.1489, 442.26)"
718.4076@3.6130836,759776,587020,550508,565098,811800,763018,501163,728957,843855,834053,539133,553801,534612,765125,468167,728886,969748,559223,912186,544254,777027,784459,774401,800698,520339,895059,800563,861451,828758,793301,730134,569147,871602,510372,530012,529994,464491,483549,755859,749125,901583,585460,786556,843241,779255,938471,813739,525334,718.4076@3.6130836,718.4076,3.6130836,48,+,"(719.4149, 95724.64)(720.4155, 13174.13)(721.4203, 54905.7)(722.4207, 11418.78)(723.413, 2277.91)(724.4265, 596.66)"
726.3095@3.612231,1,1,31883,20739,23401,1,1,16215,1,1,35831,1,34029,41737,1,1,37583,1,30315,1,26575,36093,31956,1,1,46273,29767,1,34645,1,34395,39577,1,1,1,1,33132,1,29809,32208,28029,1,25468,37410,33616,1,31162,32588,726.3095@3.612231,726.3095,3.612231,26,+,"(749.3018, 684.35)(727.3126, 5082.68)(728.3068, 2614.86)(729.3044, 1221.61)(765.2791, 396.25)"
366.2041@3.60997,48697,33699,45555,37312,41246,18659,42610,22260,40223,1,47890,1,45818,23658,38177,1,38131,1,44201,1,23730,1,39221,1,39811,1,41566,1,37531,1,38357,1,37353,18190,39073,1,34484,1,31500,1,39113,16081,39072,1,38820,23419,38214,23001,366.2041@3.60997,366.2041,3.60997,33,+,"(389.1903, 1305.38)(367.2115, 10401.25)(368.2133, 1422.92)(369.2057, 473.27)"
284.1739@3.6182501,1,1,1,1,1,1,1,1,1,1,1,1,1,28670,1,1,1,1,1,28424,28872,1,23854,1,1,1,1,1,56022,29047,28474,1,1,1,32193,1,1,1,39471,57033,1,32226,1,1,1,1,1,31043,284.1739@3.6182501,284.1739,3.6182501,12,+,"(285.1814, 11055.71)(286.1839, 1848.82)(287.1849, 1230.25)(569.3495, 736.42)"
272.1741@3.634,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16822,1,1,1,1,1,1,1,1,1,1,17409,1,1,1,1,1,1,1,1,272.1741@3.634,272.1741,3.634,2,+,"(273.1814, 5685.34)(274.1846, 1112.57)"
255.1473@3.6068509,1,1,34968,33652,36640,55518,44069,52683,1,1,35081,54628,50816,63089,46298,57347,50785,63006,54082,59265,1,1,58161,62660,53670,70132,53076,51310,109247,69784,63850,50948,84328,53233,61424,49461,1,1,74023,110333,51278,75000,44346,50828,52107,38480,45848,69167,255.1473@3.6068509,255.1473,3.6068509,40,+,"(278.1367, 15885.23)(279.1402, 2594.2)(280.1463, 747.94)(256.155, 5236.59)(257.1575, 931.44)(258.1641, 499.4)"
181.0739@3.6335,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20267,1,1,1,1,1,1,1,1,1,1,18665,1,1,1,1,1,1,1,1,181.0739@3.6335,181.0739,3.6335,2,+,"(182.0812, 6020.02)(183.0831, 860.66)"
400.2035@3.6288888,31540,1,1,1,28801,1,1,1,1,1,1,1,27548,1,1,1,1,1,1,1,1,1,26028,1,39973,1,29632,1,27317,1,1,1,1,1,1,1,1,1,1,1,1,1,33834,1,1,1,1,15858,400.2035@3.6288888,400.2035,3.6288888,9,+,"(823.401, 1011.97)(824.405, 783.06)(401.2108, 8733.91)(402.2114, 1282.44)(839.3654, 330.78)"
408.7164@3.6218073,36170,43948,40417,24848,32120,1,33605,1,29666,1,43221,1,33812,1,27738,1,29295,1,31869,1,20297,1,30181,1,28475,1,30932,1,28043,1,31164,1,27987,1,27202,1,26197,1,31222,1,28633,1,45364,1,29488,1,53036,1,408.7164@3.6218073,408.7164,3.6218073,26,+,"(409.7237, 9898.18)(410.7244, 1135.98)(818.4491, 1057.57)(819.4398, 760.87)(820.4489, 1135.41)"
408.2147@3.6231089,95272,62700,80066,66979,74586,36827,86206,46504,72255,1,91956,34847,83663,34613,67078,30545,68277,30569,86255,30417,48056,34935,73197,28446,71065,36472,78045,34776,64127,29831,75076,30623,64662,29584,71704,31639,66173,25848,60024,31132,67385,1,60476,43082,63732,43302,72845,41985,408.2147@3.6231089,408.2147,3.6231089,46,+,"(839.422, 655.29)(409.222, 20292.86)(410.2234, 3401.04)(411.218, 895.34)(817.437, 741.12)"
498.9446@3.634875,281156,336624,322012,278059,302120,309976,318941,315719,315130,304713,336669,413713,309464,297839,372925,299599,324624,332318,384260,328877,310820,264989,294121,303259,375454,322305,301078,309404,303372,307575,301495,315461,260518,302555,260487,326765,299524,323006,290500,297015,298102,275007,289119,298689,314254,416075,303223,282195,498.9446@3.634875,498.9446,3.634875,48,+,"(499.9527, 52138.38)(500.9553, 5025.56)(501.9592, 21167.76)(502.9651, 1436.01)(503.9529, 3576.89)"
498.6018@3.6338127,473877,568866,526025,511815,531049,521662,503166,509154,494202,529156,528075,514004,506287,497682,486847,503224,520319,502973,522405,498899,493397,553491,478723,501117,476611,544286,499693,500739,486798,518006,470888,499455,408855,501163,483573,543628,456797,482514,450561,474382,474436,501438,464027,452601,477531,509230,478827,474173,498.6018@3.6338127,498.6018,3.6338127,48,+,"(499.6091, 66481.48)(500.6251, 11631.57)(501.6033, 31014.97)(502.6045, 3138.33)(503.6166, 2581.77)"
411.1938@3.6246665,1,1,28124,21186,27232,1,30029,1,1,1,28440,1,27740,1,23822,1,1,1,26484,1,21404,1,24421,1,23788,1,29755,1,28697,1,1,1,25477,1,25921,1,28172,1,1,1,1,1,22652,1,21657,1,1,1,411.1938@3.6246665,411.1938,3.6246665,18,+,"(412.2011, 7177.04)(413.2098, 1928.27)(414.2121, 829.84)"
288.1687@3.629317,1,42356,44158,39811,24657,24136,40212,43498,34918,19532,33910,36738,35437,21420,41232,39611,23822,22805,35806,36717,38284,35901,27470,22277,1,20629,1,32842,54816,55883,46767,38401,1,1,1,39365,34430,23824,48877,42850,41285,36910,43038,48974,1,22505,41386,21550,288.1687@3.629317,288.1687,3.629317,41,+,"(289.1757, 8525.26)(290.1788, 1229.33)(291.1668, 679.23)(577.3467, 2281.43)(578.3399, 1101.23)(579.3279, 1229.03)"
520.9129@3.636205,51766,59819,61443,47910,1,52549,44709,46727,1,47155,53975,1,45438,47254,55599,46329,40928,54733,53250,59642,54726,46023,1,47434,1,40862,45696,59390,49553,44730,1,48356,1,49384,50515,48640,52983,50113,46696,45449,1,49104,46971,45800,49129,1,41943,36867,520.9129@3.636205,520.9129,3.636205,39,+,"(543.9059, 381.0)(521.9202, 6945.17)(522.9351, 1461.68)(523.9247, 2349.44)(524.9239, 246.32)(525.9371, 701.22)"
740.4207@3.6412504,474363,709409,824295,827740,547370,421225,768579,543168,431461,432789,805402,791738,600080,522475,717565,430124,507145,822092,588250,782966,532453,464966,515684,684758,757645,568105,452404,739459,472025,565357,446256,633595,461487,751597,626907,782916,724977,695980,606370,586548,780443,820470,537605,495107,464514,811340,465406,772700,740.4207@3.6412504,740.4207,3.6412504,48,+,"(741.4281, 83295.61)(742.4293, 11179.07)(743.4331, 44208.2)(744.4353, 14285.39)(745.4334, 3691.05)(746.4387, 555.71)"
497.3036@3.6362503,122206,153984,140749,170826,139316,136259,139196,158815,125397,142885,143359,160281,127321,135383,129927,149326,178026,154543,150286,172454,133943,141134,130681,155785,138742,146164,129460,165254,135105,147119,133499,160640,140506,137684,142081,163157,130931,135849,127589,154396,139039,160741,143353,150906,131808,177930,136284,175745,497.3036@3.6362503,497.3036,3.6362503,48,+,"(498.3111, 30724.18)(499.313, 3914.37)"
739.9186@3.6363125,657525,849980,846715,876722,775102,720563,776045,744229,727235,716769,824836,824489,730940,730559,718377,705215,846369,839489,833286,809281,734587,803992,711695,717395,786238,817009,767792,765482,784571,786767,752956,774458,789521,783596,783715,802819,721039,724089,724527,737485,731164,858986,741350,854136,780565,848084,778014,780082,739.9186@3.6363125,739.9186,3.6363125,48,+,"(740.9262, 139263.6)(741.9295, 39139.68)(742.9269, 4002.62)(778.8766, 614.45)"
480.2769@3.6370418,175659,250638,249642,251564,249291,214803,240905,221483,191211,219817,235321,225348,216788,208506,209855,202361,259332,233971,240394,228036,216848,223597,214808,206565,227263,227424,204143,208423,228504,232438,217454,210561,222605,203874,212337,223223,217472,210117,197512,215210,208972,248047,211492,229734,202855,237443,214558,238968,480.2769@3.6370418,480.2769,3.6370418,48,+,"(503.2627, 2269.11)(481.2843, 47203.82)(482.2846, 5072.96)(483.2823, 570.93)(519.2391, 990.64)"
729.4298@3.6373742,116443,149326,145281,154999,134189,125553,133896,128022,127824,128344,144196,146870,120913,124070,122751,122656,156746,142433,148574,147005,122801,129868,128219,123588,137486,139804,135890,141398,135133,130922,133142,133512,137855,135904,139078,148639,127951,119768,124570,126285,140789,154627,129865,140929,140541,153094,133246,132873,729.4298@3.6373742,729.4298,3.6373742,48,+,"(730.4374, 27383.36)(731.439, 4551.97)"
493.2712@3.637532,91807,113861,117333,123391,110348,116040,111508,115164,102376,104619,107586,111843,113876,108208,102830,109546,124034,113966,114018,111750,1,116305,111851,117086,104510,111521,96700,102744,114141,120709,109895,109795,100363,104667,101080,110781,108931,107393,98356,109741,102777,115424,102310,113854,101347,108696,108692,113871,493.2712@3.637532,493.2712,3.637532,47,+,"(494.2799, 22598.34)(495.2842, 2964.02)"
737.944@3.6368954,538769,694511,669211,741549,611480,574084,626986,665138,578892,595055,659978,685888,582663,581781,563885,620414,759689,702526,687203,719030,585091,631172,577762,621554,631535,664748,605436,682551,631888,641721,601865,665581,639456,615605,638481,715929,587572,593702,566468,654563,645271,735569,622476,705520,625600,766787,633614,724035,737.944@3.6368954,737.944,3.6368954,48,+,"(738.9515, 142865.53)(739.9532, 18807.96)"
737.4424@3.6370203,899923,1168620,1091858,1264277,981762,969213,1020294,1118836,943699,1014537,1076793,1161765,952070,986890,936868,1040481,1302177,1168910,1153821,1208014,973301,1049401,956734,1052239,1053550,1127167,999681,1157994,1044332,1090677,994778,1146785,1037320,1040404,1032482,1193867,976949,974741,946444,1102139,1058279,1244000,1015180,1188845,1039771,1303948,1035836,1232959,737.4424@3.6370203,737.4424,3.6370203,48,+,"(738.4499, 209025.33)(739.4525, 61872.22)(740.4507, 6557.13)"
492.9257@3.635521,116983,145689,143221,148256,166048,152555,154906,150993,137990,134465,146242,145924,147055,142875,138881,122466,147729,147152,144532,141310,144629,147378,142677,145421,132696,140491,125635,132110,128979,154496,142013,143716,128738,128482,129670,135694,141871,135493,117366,141177,134076,142242,135412,145989,129935,142452,137207,146762,492.9257@3.635521,492.9257,3.635521,48,+,"(493.9327, 24192.86)(494.9506, 6683.49)(531.8891, 392.13)"
728.9284@3.637195,191666,246656,232652,246782,213968,206579,212558,213934,206438,210261,231768,233054,193155,201905,201221,204050,259961,243907,237077,241341,204890,210337,203962,212955,232302,228136,219837,232126,222110,216086,207462,1,219694,217816,220930,232878,207851,205883,199255,217978,226424,237430,206322,234321,220007,260659,218887,1,728.9284@3.637195,728.9284,3.637195,46,+,"(729.9358, 39462.38)(730.9389, 12673.11)(731.9348, 1891.54)(767.8878, 881.0)"
340.1317@3.6331248,1,1,1,1,1,1,623740,590569,1,1,1,1,1,1,1,1,1,1,1,1,1,1,594239,659409,1,1,1,1,535058,577766,1,1,435473,458055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,340.1317@3.6331248,340.1317,3.6331248,8,+,"(341.139, 203864.3)(342.1419, 35908.37)(343.1445, 5106.4)(344.1487, 613.36)"
421.15@3.633875,1,1,1,1,1,1,130262,122473,1,1,1,1,1,1,1,1,1,1,1,1,1,1,126017,135937,1,1,1,1,112288,122131,1,1,88873,98325,1,1,1,1,1,1,1,1,1,1,1,1,1,1,421.15@3.633875,421.15,3.633875,8,+,"(422.1574, 42287.2)(423.1604, 9540.06)(424.1635, 1693.79)"
275.0715@3.6250002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32928,34383,27785,34740,1,1,1,1,1,1,1,1,29912,29864,1,1,1,1,1,1,1,1,275.0715@3.6250002,275.0715,3.6250002,6,+,"(298.0607, 926.83)(276.0787, 6959.5)(277.0836, 1215.35)(278.0759, 2089.51)(279.0744, 506.52)"
731.4051@3.6344872,60897,78083,83933,81230,80735,88975,83182,1,74693,64986,81361,71094,70373,70651,72638,61486,82583,83494,79717,70953,1,1,1,64079,84275,81504,72678,72510,70493,1,1,65080,77721,69479,77535,75992,1,69252,64141,69388,81190,87686,62767,74112,76771,81497,73625,78874,731.4051@3.6344872,731.4051,3.6344872,41,+,"(732.412, 11226.6)(733.4113, 4462.94)(734.4001, 1320.49)"
485.9496@3.641348,51533,112142,102963,115387,111008,104284,110131,83633,1,99565,112768,117032,101013,94228,90562,104239,121956,108622,118267,121074,1,107155,89197,101511,101464,112120,93473,107669,106941,106067,97313,103172,96996,89699,97106,102503,89518,93920,86369,100896,95162,120344,94255,115786,103066,127437,100629,111064,485.9496@3.641348,485.9496,3.641348,46,+,"(486.9547, 19828.26)(487.9579, 2646.69)(488.945, 6277.24)(489.9328, 918.19)"
679.1687@3.64675,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,48887,1,45723,1,1,1,1,1,57057,1,1,43039,1,1,57063,58352,1,1,57450,70867,679.1687@3.64675,679.1687,3.64675,8,+,"(680.1762, 6582.19)(681.1785, 1719.85)(682.1895, 490.42)"
486.2838@3.644152,1,1,91688,99900,1,74932,75981,79225,1,1,73494,1,66976,72921,71042,70585,91813,71402,66501,1,60855,55668,71725,69043,55938,82895,1,1,72692,64105,74630,59224,75752,75467,76708,1,64097,53737,1,78080,69049,1,67731,75138,1,1,66913,1,486.2838@3.644152,486.2838,3.644152,33,+,"(487.2898, 17552.16)(488.289, 1427.42)(489.2748, 4160.95)"
176.0815@3.637869,1,33976,1,27939,36975,53669,44360,57252,39897,49399,39053,46015,49587,52963,43846,50844,59521,56674,51927,54789,52985,55735,52028,53450,44913,52401,47859,42804,95788,62373,55401,38306,77353,45339,58022,41633,59810,49366,61885,89353,47309,66916,38355,37150,47564,29771,37971,57830,176.0815@3.637869,176.0815,3.637869,46,+,"(177.0886, 16533.69)(178.0906, 1047.32)(179.085, 437.94)"
358.1964@3.637531,56492,67520,77752,1,82545,110157,96350,110527,85940,103180,89830,110386,107781,117114,98792,98953,121770,126678,113075,115975,109261,113960,111092,109786,100999,125991,109838,105758,222311,124932,122376,96040,175111,103042,125654,93591,129780,103645,140075,173010,106658,142430,91356,87494,102732,73700,95846,113999,358.1964@3.637531,358.1964,3.637531,47,+,"(359.204, 71566.82)(360.2057, 11514.27)(361.2046, 1361.44)"
390.2224@3.6384547,1,1,1,1,1,1,1,1,21205,25921,21301,1,25978,36616,1,1,1,40810,26557,1,31892,29357,1,37236,1,1,27510,1,51999,1,1,1,1,26012,33385,1,1,1,30718,56220,1,41280,20757,30084,31581,1,22955,27358,390.2224@3.6384547,390.2224,3.6384547,22,+,"(413.2112, 2138.64)(414.2149, 731.91)(391.2297, 9464.36)(392.2305, 1957.4)(393.2157, 2756.61)(781.4498, 898.9)"
282.1444@3.6375804,1,22829,24239,21552,28892,37063,38316,39946,26817,34058,30164,38992,1,35686,32617,35540,40116,41857,38062,37460,42534,44065,1,39991,26217,35156,44098,43447,71013,45822,42137,29523,47457,1,1,28872,46691,36174,44521,63811,34067,48359,27479,29373,34037,24294,30819,39847,282.1444@3.6375804,282.1444,3.6375804,43,+,"(283.152, 13320.98)(284.1537, 1777.98)(285.1501, 827.47)(565.3024, 2915.84)"
206.0915@3.647,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21077,13503,1,1,17347,1,1,1,1,1,1,21721,1,1,1,1,1,1,1,1,206.0915@3.647,206.0915,3.647,4,+,"(207.0988, 7263.6)(208.1012, 1407.82)"
832.9421@3.650526,1,1,34352,30097,52654,35639,47885,44390,31767,1,33470,1,44084,35848,52243,39195,37003,1,38398,31271,49183,32847,49966,39130,33933,1,30409,28037,52015,41102,49659,40178,37678,1,37922,1,53368,36368,54665,36383,37171,1,52482,25995,35898,1,52161,48482,832.9421@3.650526,832.9421,3.650526,38,+,"(855.9367, 646.79)(833.949, 11341.55)(834.9522, 4852.46)(835.9522, 1076.29)(871.9069, 540.1)(872.9111, 525.17)"
833.4431@3.6540296,27991,1,1,26247,43517,30074,45334,28866,27277,1,1,1,37617,27355,39741,31728,35976,1,28475,1,39027,30325,39335,33017,28266,1,31768,1,38724,28232,39720,37405,33186,1,29629,1,42800,29687,41761,29363,31284,1,38555,34685,1,1,40690,36850,833.4431@3.6540296,833.4431,3.6540296,34,+,"(856.4341, 749.67)(857.4483, 232.33)(834.4508, 9871.65)(835.452, 2360.17)(836.4526, 606.73)(872.4045, 495.2)"
513.2773@3.6636455,421474,518810,524984,501691,577415,563248,541833,517370,468916,515075,553339,550998,490567,487172,475662,498027,652710,610019,515945,521551,525425,406918,492489,460586,461254,520829,498363,480245,507774,510528,484279,474904,512587,520307,487975,520474,464826,476455,467109,435243,489173,502607,506693,472219,522383,499108,529468,479069,513.2773@3.6636455,513.2773,3.6636455,48,+,"(514.2845, 65435.34)(515.3016, 16986.46)(516.2937, 35623.13)(517.3009, 3269.88)(518.2936, 6922.1)"
786.9316@3.6642501,1,33320,1,35507,46935,1,1,1,1,1,1,1,31414,36058,1,22463,1,33191,1,1,42388,1,41754,1,1,33221,1,26778,35479,43622,31124,1,1,24533,28385,36379,47091,1,1,1,36737,1,1,1,1,1,36861,1,786.9316@3.6642501,786.9316,3.6642501,20,+,"(787.9435, 11022.24)(788.9401, 3225.33)(789.926, 1448.43)"
742.4255@3.6714544,177549,1,1,1,229739,275403,1,207884,270119,280267,1,1,1,160839,1,281052,342764,1,1,1,177199,304058,190486,1,1,1,314881,1,294387,203940,276208,1,318914,1,1,1,1,1,1,135693,1,1,182093,287280,298353,1,290083,1,742.4255@3.6714544,742.4255,3.6714544,22,+,"(743.4347, 45137.8)(744.4346, 14684.03)(745.4313, 3152.49)(746.4345, 1218.44)(781.3906, 930.2)"
535.5889@3.6653337,59840,58347,57833,1,49501,57368,54845,47030,48854,51173,53436,1,55183,40764,52597,47319,49143,55780,54402,48788,47203,1,1,49676,43870,53179,53192,41411,40111,42573,48849,42481,50022,60919,1,55172,41680,53020,44143,36514,58614,55827,42242,41713,1,51851,45786,42517,535.5889@3.6653337,535.5889,3.6653337,42,+,"(536.5956, 7207.69)(537.6067, 2043.92)(538.6006, 3027.31)(539.6072, 426.81)"
753.4181@3.663391,51981,62402,68978,64084,65270,63131,68164,61996,64789,55650,67097,65058,59503,52484,61996,64252,72594,61131,58441,67240,60317,1,61126,57508,62869,62642,64084,60549,66463,67872,59763,60133,68102,69119,62525,61798,64036,56410,63963,55213,64359,69262,62391,1,58294,58275,57157,59548,753.4181@3.663391,753.4181,3.663391,46,+,"(754.4254, 8582.36)(755.4245, 4151.81)(756.4088, 1967.39)"
742.9271@3.6648333,162682,196248,194507,199168,191216,171730,188880,103880,168720,164099,205861,196587,162191,155147,175343,155083,204937,206057,182304,194887,166974,173708,162830,166938,187849,195064,190652,179616,194495,174372,178438,91148,191414,186935,170358,189336,177035,165788,90774,85749,188962,204751,104188,194937,191273,197988,172762,179523,742.9271@3.6648333,742.9271,3.6648333,48,+,"(743.9344, 34156.0)(744.9351, 5363.72)(745.9368, 1825.0)(746.9378, 589.22)(781.8904, 449.87)"
718.8093@3.6561525,23859,83115,31479,69664,35039,81255,30543,72827,29338,75783,30485,72184,24957,75106,29284,75318,30670,89289,32264,76353,30692,85034,29112,75495,1,81244,31047,74727,32182,86281,29300,70722,26673,82023,31386,76048,28737,81918,29085,66500,1,80369,27189,82841,30495,73965,31440,75560,718.8093@3.6561525,718.8093,3.6561525,46,+,"(719.8166, 22072.36)(720.8187, 3155.68)(721.8189, 785.21)(757.7679, 500.89)(758.7713, 209.15)"
761.9319@3.6662495,457527,694981,692857,708002,660494,613042,660449,653697,611495,617899,680870,700879,561500,577890,599759,614262,732090,705773,689751,683331,629883,655483,592471,598315,648724,675936,650246,644669,680095,661774,613722,621636,661387,666355,641479,675394,635918,611341,590980,589280,637488,728440,617223,701234,679183,709567,662171,683300,761.9319@3.6662495,761.9319,3.6662495,48,+,"(762.9395, 116296.46)(763.9426, 34868.91)(764.9407, 3799.63)"
762.4338@3.6677086,483354,401899,454946,464820,614615,540757,386453,596824,567833,367464,415074,463851,355296,344574,390054,363381,656315,445767,445603,406097,589691,610702,347840,356436,488458,436563,389412,380859,401176,621549,555398,364517,400944,450361,419856,405235,377885,396004,380585,359163,419313,666729,564278,624905,594956,508754,606587,399866,762.4338@3.6677086,762.4338,3.6677086,48,+,"(763.4411, 71559.98)(764.4414, 10598.6)(765.4447, 37985.25)(766.446, 13854.27)(767.4445, 3180.68)"
753.9193@3.6616185,1,46738,48924,49789,44431,40468,50812,41757,48779,1,48610,48771,38697,43221,43832,37547,49078,40866,45473,42183,51709,44676,42465,1,44244,45654,48014,1,50288,1,45765,42272,46939,44537,45119,50987,38982,45690,45758,1,46819,52302,38520,54880,41515,47910,47016,45775,753.9193@3.6616185,753.9193,3.6616185,42,+,"(754.9269, 6733.02)(755.9254, 1873.61)(756.9235, 799.14)"
