Sample,,,,,,,CLOPIDOGREL SULFATE Results,,IS_SPARTEINE Results,,GALANTAMINE Results,,PIDOTIMOD Results,,AMINOGLUTETHIMIDE Results,,APOMORPHINE HYDROCHLORIDE Results,,AZATADINE MALEATE Results,,AMISULPRIDE Results,,IS_EMETINE Results,,METHYLPHENIDATE HYDROCHLORIDE Results,,METOPROLOL TARTRATE Results,,TACRINE HYDROCHLORIDE Results,,ZIDOVUDINE [AZT] Results,,FAMCICLOVIR Results,,IS_CAFFEINE Results,,ACEBUTOLOL HYDROCHLORIDE Results,,IS_YOHIMBINE Results,,PITAVASTATIN CALCIUM  Results,,METICRANE Results,,IS_SULFAMETHOXAZOLE Results,,PYRIMETHAMINE Results,,TAMSULOSIN HYDRCHLORIDE Results,,TERAZOSIN HYDROCHLORIDE Results,,NOSCAPINE HYDROCHLORIDE Results,,KETOTIFEN FUMARATE Results,,CLOZAPINE Results,,IS_EYTHROMYCINE Results,,METHOCARBAMOL Results,,RANOLAZINE Results,,MEBHYDROLIN NAPHTHALENESULFONATE Results,,ENALAPRIL MALEATE Results,,TENOXICAM Results,,DULOXETINE HYDROCHLORIDE Results,,CARVEDILOL Results,,PREDNISONE Results,,CAMYLOFINE DIHYDROCHLORIDE Results,,DOXAZOSIN MESYLATE Results,,METOLAZONE Results,,SOLIFENACIN SUCCINATE Results,,THIOTHIXENE Results,,DIPYRIDAMOLE Results,,PENBUTOLOL SULFATE Results,,BENZTHIAZIDE Results,,DABIGATRAN ETEXILATE MESYLATE Results,,METHOXSALEN Results,,ENTACAPONE Results,,REBAMIPIDE Results,,TOLAZAMIDE Results,,OLMESARTAN MEDOXOMIL Results,,KETOROLAC TROMETHAMINE Results,,IS_MIFEPRISTONE Results,,MIFEPRISTONE Results,,SULINDAC Results,,LOSARTAN Results,,REPAGLINIDE Results,,DEFLAZACORT Results,,BEZAFIBRATE Results,,ISRADIPINE Results,,DIFLORASONE DIACETATE Results,,ETODOLAC Results,,MEGESTROL ACETATE Results,,IS_IPRIFLAVONE Results,,DANAZOL Results,
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area
!,!,MZ002H-Pool20-P007C4-S076-T00,MZ002H-Pool20-P007C4-S076-T00.d,Sample,,5/21/2016 4:40 AM,,,1.075,1856818,1.119,2072753,1.276,74675,1.533,391996,1.656,170874,1.600,10589,1.690,2460296,1.914,158400,1.936,1039141,1.958,9461893,2.003,3012791,,,1.992,1810637,2.014,436453,2.048,5860676,2.059,4032504,2.182,559485,2.216,43576,2.216,855246,2.260,3240190,2.283,1393324,2.361,979524,2.372,3067208,2.395,1330117,2.484,957155,2.529,1863023,2.529,128054,2.540,2232011,2.764,699945,2.853,209071,2.864,3281655,2.909,371065,2.999,42355,3.055,196415,3.144,6066501,3.055,1265492,3.155,496538,3.200,593063,3.368,852966,3.278,2212330,3.301,1365235,3.301,292972,3.469,1331398,3.401,3225361,3.525,319356,3.670,654685,3.703,9999560,3.715,2163393,3.771,2113585,3.871,3384359,3.871,3354843,3.994,1238,4.017,7752448,4.151,7722594,4.184,7547030,4.240,4791382,4.386,80466,4.386,1648529,4.487,1222184,4.688,4797257,4.800,4745846,4.800,2890974
!,!,MZ002H-Pool20-P007C1-S073-T12,MZ002H-Pool20-P007C1-S073-T12.d,Sample,,5/21/2016 7:15 AM,,,1.074,1924907,1.119,1832475,1.275,72536,1.533,371872,1.656,145966,1.600,12472,1.689,2403297,1.924,177750,1.935,852458,1.958,9254024,2.002,2917387,2.036,5716,1.991,1743896,2.014,456670,2.047,5922600,2.058,4463533,2.181,427196,2.215,43047,2.215,916373,2.260,3124765,2.282,1384163,2.360,983645,2.371,2380257,2.394,1251144,2.483,887835,2.528,1871042,2.528,123621,2.539,2236343,2.763,650706,2.853,192971,2.864,2671211,2.920,267469,2.998,40381,3.054,274302,3.143,5638621,3.054,1130268,3.155,417059,3.188,586235,3.367,642195,3.278,1784492,3.300,1119658,3.300,260225,3.468,1778569,3.401,2951684,3.512,0,3.669,593700,3.703,8992658,3.725,860520,3.781,1888450,3.870,3217378,3.870,3215669,4.005,3035,4.016,7896958,4.150,7353766,4.184,6974623,4.240,5120253,4.385,76999,4.385,1558417,4.486,1403453,4.687,4391490,4.799,4724385,4.799,20243
!,!,MZ002H-Pool20-P007C2-S074-T12,MZ002H-Pool20-P007C2-S074-T12.d,Sample,,5/21/2016 9:50 AM,,,1.097,2150077,1.130,2177933,1.276,81137,1.544,439135,1.656,212584,1.678,5127,1.690,2679021,2.025,777230,1.936,988890,1.958,9608360,2.003,3281800,2.036,9478,2.003,0,2.014,558667,2.048,6656985,2.059,5245520,2.182,565128,2.215,56256,2.215,1079435,2.260,3420030,2.283,1540991,2.361,1045980,2.372,2666955,2.394,1360268,2.484,993952,2.529,1766602,2.529,136877,2.540,2225779,2.752,683952,2.853,213991,2.864,2990812,2.909,340668,2.998,15338,3.054,297530,3.155,5552687,3.054,1224011,3.155,537525,3.189,593395,3.356,732281,3.278,2146968,3.301,1156992,3.301,303681,3.468,1450115,3.390,3071524,3.513,0,3.670,671759,3.703,10689320,3.714,907367,3.770,2183607,3.871,4239406,3.871,4226071,4.005,1814,4.016,7694005,4.151,7267835,4.184,4606940,4.229,4926481,4.386,85072,4.386,1291346,4.486,1346423,4.688,4221890,4.799,5745816,4.799,0
!,!,MZ002H-Pool20-P007C3-S075-T12,MZ002H-Pool20-P007C3-S075-T12.d,Sample,,5/21/2016 12:24 PM,,,1.098,2172622,1.120,2437367,1.277,91579,1.534,538514,1.657,351696,1.590,22796,1.691,3111959,2.104,837092,1.937,1056526,1.959,11082822,2.004,3544980,2.026,5992,1.993,2017538,2.004,490398,2.049,6837874,2.060,4784436,2.183,576484,2.228,118632,2.228,1639127,2.261,4868010,2.283,1986323,2.362,1328465,2.373,3052430,2.395,1697124,2.485,1027015,2.530,1786048,2.518,162928,2.541,2542746,2.753,869942,2.865,228841,2.865,3466904,2.910,447603,2.999,10362,3.055,298454,3.145,6360052,3.055,1381470,3.156,624035,3.189,723137,3.357,994938,3.279,2144108,3.301,1330038,3.290,292550,3.469,1861567,3.391,3328129,3.480,0,3.671,647952,3.704,9716028,3.715,1029513,3.771,2199290,3.872,3428203,3.872,3428535,3.995,2940,4.017,8458606,4.152,7635226,4.185,7349260,4.230,5346267,4.386,89551,4.386,1677367,4.487,1484434,4.689,4890318,4.800,4634648,4.800,18538
!,!,MZ002H-Pool20-P007C4-S076-T12,MZ002H-Pool20-P007C4-S076-T12.d,Sample,,5/21/2016 2:59 PM,,,1.087,1807691,1.121,2051453,1.277,79498,1.534,376962,1.657,354115,,,1.691,2419845,1.926,160821,1.926,933964,1.948,9389154,2.004,3221865,1.892,7538,1.993,1827112,2.004,457166,2.038,5764588,2.060,3756406,2.183,456877,2.217,37724,2.217,782436,2.262,3070580,2.284,1303538,2.362,1028933,2.373,2759823,2.385,1331219,2.485,1011538,2.530,1608347,2.519,115828,2.541,2001999,2.765,748718,2.866,204392,2.866,3087006,2.910,358636,3.000,35678,3.056,225973,3.145,4551512,3.056,1231423,3.156,479114,3.190,686975,3.358,1042075,3.279,2020247,3.302,1264757,3.291,273565,3.470,1796822,3.391,3122093,,,3.671,693757,3.705,8742555,3.716,868921,3.772,2153918,3.872,3605060,3.872,3597507,4.007,3113,4.018,8041716,4.152,8181354,4.186,7545361,4.230,5329334,4.387,94605,4.387,1710728,4.488,1452856,4.689,5341409,4.801,5586529,4.801,4387
!,!,MZ002H-Pool20-P008A1-S077-T00,MZ002H-Pool20-P008A1-S077-T00.d,Sample,,5/21/2016 5:34 PM,,,1.089,2085700,1.122,1841454,1.279,62723,1.536,381499,1.581,8643,1.592,18950,1.693,2350932,2.084,809935,1.928,965240,1.950,8585526,2.006,2706508,2.028,4406,1.995,1347227,2.006,510736,2.040,5742775,2.062,5153534,2.185,543914,2.219,61809,2.219,1110052,2.263,3176747,2.274,1404369,2.353,981613,2.375,2743749,2.386,1310714,2.487,1022341,2.532,1620905,2.521,134665,2.543,2272427,2.767,726346,2.856,198903,2.867,2755616,2.912,337595,3.002,27257,3.057,247974,3.158,5499759,3.057,1453205,3.158,436249,3.192,588390,3.371,857434,3.281,2009599,3.304,1257577,3.292,288600,3.460,1510904,3.393,3107982,3.527,334020,3.673,505156,3.706,8829129,3.717,1496988,3.773,1710495,3.874,2937950,3.874,2935750,3.997,3109,4.019,6827215,4.154,6791350,4.176,6183434,4.232,4225129,4.389,79231,4.377,1511948,4.489,1165625,4.691,4376891,4.803,3019295,4.803,2667473
!,!,MZ002H-Pool20-P008A2-S078-T00,MZ002H-Pool20-P008A2-S078-T00.d,Sample,,5/21/2016 8:09 PM,,,1.088,1955910,1.121,2046830,1.278,68947,1.535,438113,1.658,104313,1.591,12688,1.692,2582933,2.095,677964,1.927,1082145,1.949,9539396,2.005,2971000,2.027,5030,1.994,1464209,2.005,492493,2.039,6487731,2.061,4843475,2.184,668279,2.218,52995,2.218,1012655,2.262,3468511,2.285,1522763,2.363,1051543,2.374,3000179,2.397,1512279,2.486,1159475,2.531,1612291,2.531,149197,2.542,2494965,2.766,821807,2.855,232613,2.866,3278202,2.911,425130,3.012,34601,3.057,237505,3.157,6230924,3.057,1611353,3.157,598393,3.191,684430,3.370,1097895,3.280,2564871,3.291,1463284,3.291,337370,3.470,1458947,3.392,3511997,3.515,401686,3.672,619653,3.694,10010216,3.717,1586144,3.772,2101531,3.873,3543017,3.873,3527006,4.007,2260,4.019,7810239,4.153,8174033,4.186,7210496,4.231,4822384,4.388,100220,4.376,1764952,4.488,1343132,4.690,5183457,4.802,3550585,4.802,3570961
!,!,MZ002H-Pool20-P008A3-S079-T00,MZ002H-Pool20-P008A3-S079-T00.d,Sample,,5/21/2016 10:43 PM,,,1.086,1937551,1.120,2088481,1.277,74827,1.534,433001,1.657,43775,1.601,9882,1.690,2780780,2.082,670260,1.925,1181647,1.959,10349904,2.004,3183618,2.026,5453,1.992,1638200,2.004,456317,2.037,6775838,2.060,4673679,2.183,625812,2.216,47238,2.216,942992,2.261,3665676,2.272,1606590,2.362,1110853,2.373,3257043,2.395,1620233,2.485,1206522,2.529,1982759,2.529,141047,2.541,2661202,2.753,926330,2.854,232448,2.865,3656375,2.910,431852,2.999,35712,3.055,235753,3.145,6710409,3.055,1726874,3.156,619652,3.189,631905,3.368,1134748,3.279,2531823,3.301,1506479,3.290,343813,3.469,1503112,3.391,3538398,3.514,404679,3.670,698833,3.704,10340786,3.715,1929669,3.771,2268162,3.872,3390938,3.872,3370367,3.995,3169,4.017,8158245,4.151,8492062,4.185,7468277,4.230,5132007,4.386,104452,4.375,1826733,4.487,1429060,4.688,5565387,4.800,3416223,4.800,3666409
!,!,MZ002H-Pool20-P008A4-S080-T00,MZ002H-Pool20-P008A4-S080-T00.d,Sample,,5/22/2016 1:18 AM,,,1.087,2059639,1.121,2025046,1.277,64357,1.534,436953,1.658,15671,1.590,17041,1.691,2758617,2.094,756652,1.926,1197521,1.960,10568060,2.004,3357580,2.038,6532,1.993,1599424,2.004,500806,2.038,6789957,2.060,5324818,2.172,708524,2.217,64896,2.217,1137463,2.262,3927169,2.273,1655361,2.362,1150787,2.373,3142914,2.385,1578240,2.485,1239438,2.530,1299072,2.519,169139,2.541,2748953,2.765,921227,2.854,227354,2.866,3671935,2.910,425516,3.000,23867,3.056,289286,3.156,6631614,3.056,1779558,3.156,599853,3.190,715947,3.369,1166425,3.280,2509192,3.302,1510699,3.291,364771,3.470,1604460,3.391,3758618,3.514,412545,3.671,597304,3.705,9600127,3.716,1721080,3.772,2138215,3.872,3693651,3.872,3682362,3.995,2857,4.018,7887395,4.152,8485394,4.174,7593310,4.230,4971564,4.387,98490,4.376,1888546,4.488,1386239,4.689,5327625,4.801,4337498,4.801,3629422
!,!,MZ002H-Pool20-P008A1-S077-T12,MZ002H-Pool20-P008A1-S077-T12.d,Sample,,5/22/2016 3:53 AM,,,1.098,1976707,1.120,1764190,1.277,51040,1.534,478672,1.657,85707,1.746,2796,1.691,3334604,2.160,771780,1.937,1192475,1.959,11123239,2.015,3645767,2.037,4496,1.993,94906,2.004,631008,2.048,7731891,2.060,6703856,2.183,1163874,2.216,180797,2.216,2239343,2.261,4767631,2.283,1886761,2.362,1759075,2.384,3745521,2.395,2115786,2.507,1476486,2.529,1788454,2.518,246956,2.552,3684482,2.764,1451533,2.854,267167,2.865,4107414,2.910,472466,3.010,14097,3.055,462716,3.189,6734791,3.055,2223117,3.145,677415,3.189,844186,3.424,1404244,3.279,3374668,3.301,1678722,3.290,449480,3.458,2744963,3.391,3744307,3.525,6705,3.670,510156,3.704,8104017,3.715,1123174,3.771,1736003,3.872,4134919,3.872,4133121,4.006,2909,4.017,7511361,4.152,7261480,4.185,3813923,4.230,4593170,4.386,96023,4.375,1217169,4.487,1211879,4.688,4551424,4.800,3697657,4.800,1892508
!,!,MZ002H-Pool20-P008A2-S078-T12,MZ002H-Pool20-P008A2-S078-T12.d,Sample,,5/22/2016 6:27 AM,,,1.109,1822293,1.120,1806953,1.277,59125,1.534,528179,1.657,308470,,,1.691,3247159,2.160,664484,1.937,1104135,1.959,10550031,2.004,3698838,2.037,11669,1.993,56778,2.015,548665,2.037,7850643,2.060,6046256,2.183,1093325,2.216,90452,2.216,1452403,2.261,4356298,2.283,1778184,2.362,1553019,2.384,3629808,2.395,2048354,2.496,1447321,2.530,2020970,2.530,217619,2.552,3697383,2.765,1202426,2.854,278342,2.865,4265337,2.910,543799,2.999,13395,3.055,395099,3.167,6959564,3.055,2175866,3.145,756549,3.190,837484,3.413,1507311,3.279,3689173,3.301,1706883,3.290,470985,3.458,2337383,3.391,3864317,3.525,2444,3.671,565500,3.693,9001201,3.715,974159,3.771,1905901,3.872,3974954,3.872,3966676,3.995,3860,4.017,7897330,4.152,8132465,4.174,3866778,4.230,4913486,4.386,97509,4.375,1360449,4.487,1273813,4.689,4963357,4.800,4085681,4.800,1464897
!,!,MZ002H-Pool20-P008A3-S079-T12,MZ002H-Pool20-P008A3-S079-T12.d,Sample,,5/22/2016 9:02 AM,,,1.109,1763618,1.120,1904303,1.277,59374,1.534,582020,1.657,161928,,,1.691,3637299,2.160,1065952,1.937,1281437,1.959,12092977,2.004,3778758,2.037,5648,1.993,159025,2.004,572648,2.037,8397742,2.060,5959711,2.183,1239107,2.216,114998,2.216,1754391,2.261,4884989,2.283,2017614,2.362,1719217,2.384,3860931,2.395,2226457,2.496,1580598,2.530,2183528,2.530,235438,2.552,4020226,2.764,1373825,2.854,296768,2.865,4286516,2.910,566011,2.988,15091,3.055,388024,3.178,7459792,3.055,2319192,3.145,819153,3.190,898382,3.413,1335771,3.279,3780836,3.301,1719339,3.290,494440,3.458,2663297,3.391,4205779,3.536,0,3.671,547163,3.693,8853578,3.715,931287,3.771,1903957,3.872,4152702,3.872,4143949,3.995,3014,4.017,8046697,4.152,8673106,4.174,3914022,4.230,5282819,4.386,104338,4.375,1122843,4.487,1440127,4.688,5330468,4.800,3891338,4.800,1985822
!,!,MZ002H-Pool20-P008A4-S080-T12,MZ002H-Pool20-P008A4-S080-T12.d,Sample,,5/22/2016 11:37 AM,,,1.108,1925296,1.130,2099116,1.287,50264,1.533,674680,1.667,34498,,,1.701,4629491,2.171,811717,1.936,1929776,1.958,17057010,2.014,4780704,2.036,8733,1.992,166138,2.014,618367,2.048,10588993,2.059,6691937,2.182,1691775,2.227,248628,2.227,2750641,2.260,6567202,2.282,2819588,2.361,2510971,2.383,5163045,2.394,3257627,2.506,2162944,2.529,68747,2.529,351122,2.551,5632076,2.763,2182891,2.853,372373,2.864,4875764,2.909,702209,2.998,16217,3.054,579013,3.166,9447767,3.054,3271793,3.144,766851,3.189,1087977,3.412,1835478,3.278,4425957,3.300,2146844,3.289,580605,3.457,2834768,3.390,4567251,3.524,0,3.670,593079,3.703,9245430,3.714,893808,3.770,2006716,3.871,4379657,3.871,4381036,4.005,3189,4.016,9591912,4.151,10498132,4.173,7712914,4.229,5296859,4.385,132360,4.374,2138455,4.486,1571371,4.688,6081793,4.799,5034585,4.799,1525724
!,!,MZ002H-Pool20-P008B1-S081-T00,MZ002H-Pool20-P008B1-S081-T00.d,Sample,,5/22/2016 2:12 PM,,,1.074,1561941,1.119,1432944,1.276,50693,1.533,302934,1.656,8412,1.589,15347,1.690,1644773,1.913,91908,1.925,723450,1.947,6984904,2.003,2050939,1.891,3808,1.992,1330386,2.003,387164,2.036,4426736,2.059,3768245,2.182,325213,2.215,36313,2.215,777359,2.260,2241830,2.271,1007401,2.361,689330,2.372,1515902,2.394,968707,2.484,692605,2.529,1662954,2.517,91081,2.540,1670697,2.752,487243,2.864,151889,2.864,2317776,2.909,192059,2.998,33638,3.054,186503,3.144,4197351,3.054,902937,3.155,313853,3.189,412187,3.368,506659,3.278,1216434,3.300,915789,3.289,210572,3.457,1290369,3.390,2434827,3.513,268714,3.670,479123,3.703,7873174,3.714,1154870,3.770,1639867,3.871,1667439,3.871,1661942,4.005,3899,4.016,5840635,4.151,5650181,4.184,5426275,4.229,3686868,4.374,52005,4.374,1215048,4.486,976234,4.687,3650532,4.799,2300946,4.799,2070825
!,!,MZ002H-Pool20-P008B2-S082-T00,MZ002H-Pool20-P008B2-S082-T00.d,Sample,,5/22/2016 4:46 PM,,,1.074,1653222,1.119,1684683,1.276,59476,1.533,335132,1.656,8632,1.600,11766,1.690,2097193,1.902,126408,1.924,868379,1.947,8167292,2.003,2409414,2.025,5144,1.992,1569758,2.003,425718,2.036,5342206,2.059,3749982,2.182,364212,2.215,37944,2.215,842953,2.260,2542636,2.271,1182529,2.361,841209,2.372,1596046,2.383,1092461,2.484,817182,2.528,1565405,2.528,106590,2.528,1992559,2.763,565926,2.853,186339,2.864,2773434,2.909,220266,2.998,32911,3.054,158563,3.155,5027121,3.054,1120655,3.155,438969,3.188,462630,3.367,617473,3.278,1597248,3.289,1136308,3.289,269922,3.468,969118,3.390,2883964,3.513,310277,3.669,624805,3.692,10108179,3.714,768975,3.770,2055537,3.871,1989181,3.871,1988193,4.005,4094,4.016,6810694,4.151,6749653,4.173,6134047,4.229,4187091,4.385,71723,4.385,1411638,4.486,1043791,4.687,4153411,4.799,3327241,4.799,2384913
!,!,MZ002H-Pool20-P008B3-S083-T00,MZ002H-Pool20-P008B3-S083-T00.d,Sample,,5/22/2016 7:21 PM,,,1.078,1508624,1.123,1698882,1.279,62239,1.537,364585,1.604,11205,1.604,4181,1.693,2100398,2.085,547034,1.928,882380,1.950,8504461,2.006,2472738,2.040,6067,1.995,1382863,2.006,403377,2.040,5291094,2.051,3477445,2.174,434793,2.208,38396,2.219,778546,2.264,2630750,2.275,1194421,2.364,845039,2.376,1617535,2.387,1132023,2.476,880781,2.521,1516575,2.521,111044,2.532,2113560,2.756,609650,2.857,185315,2.857,2775513,2.912,215871,2.991,32851,3.058,120428,3.147,5005711,3.047,1184238,3.147,458971,3.192,498158,3.371,701211,3.282,1668099,3.293,1161498,3.293,267411,3.472,727668,3.393,2936371,3.517,335582,3.662,569144,3.696,10433381,3.718,1076464,3.774,1939930,3.874,1845444,3.874,1834031,3.998,4706,4.009,6422628,4.154,6451273,4.177,5840579,4.232,4122968,4.378,59868,4.378,1399185,4.479,1039751,4.691,4264806,4.803,2533043,4.803,2519091
!,!,MZ002H-Pool20-P008B4-S084-T00,MZ002H-Pool20-P008B4-S084-T00.d,Sample,,5/22/2016 9:56 PM,,,1.086,1728859,1.120,1963881,1.287,65325,1.534,472205,1.634,16655,1.601,4803,1.690,2671789,2.082,638946,1.925,1169054,1.959,10173374,2.003,3088619,2.037,3320,1.992,1728477,2.003,476875,2.037,6745557,2.059,4439797,2.171,645451,2.216,57261,2.216,1049280,2.261,3436381,2.283,1585447,2.361,1140114,2.372,2424566,2.384,1509082,2.484,1221011,2.529,1197332,2.518,165456,2.540,2739900,2.764,799332,2.854,224737,2.865,3046285,2.909,340487,2.988,25603,3.055,234847,3.156,6211091,3.055,1535464,3.156,427223,3.189,623089,3.379,752946,3.279,2314668,3.290,1328684,3.290,353374,3.469,1597992,3.390,3488965,3.514,360505,3.670,514698,3.692,9708172,3.715,1097003,3.771,1726368,3.871,2554088,3.871,2538230,3.983,4348,4.017,7633955,4.151,7998671,4.173,7137039,4.229,4930114,4.375,79110,4.375,1822378,4.487,1284058,4.688,5056944,4.800,3723567,4.800,2989505
!,!,MZ002H-Pool20-P008B1-S081-T12,MZ002H-Pool20-P008B1-S081-T12.d,Sample,,5/23/2016 12:31 AM,,,1.112,1025433,1.123,1099692,1.280,42847,1.537,255228,1.660,7461,,,1.694,1494136,2.085,316287,1.940,451458,1.951,5289440,2.007,1528960,1.884,1853,1.996,1025186,2.007,373811,2.040,3581130,2.052,3200619,2.175,246578,2.219,49435,2.219,717389,2.264,1597190,2.275,760671,2.354,560384,2.376,1012993,2.398,700378,2.488,522448,2.521,1323952,2.521,110074,2.544,1378064,2.779,327356,2.846,103460,2.857,1609519,2.913,111904,3.002,41646,3.058,177968,3.170,2520423,3.047,656979,3.148,239560,3.193,305679,3.383,387607,3.271,1138083,3.293,550349,3.293,171837,3.472,1287100,3.394,1516569,3.517,136128,3.662,231711,3.696,4701959,3.718,439251,3.763,912269,3.875,1543328,3.875,1539002,3.998,2074,4.009,3332568,4.155,3458955,4.177,3093346,4.233,2159283,4.378,33908,4.378,817676,4.479,558301,4.680,1994631,4.792,1540196,4.792,0
!,!,MZ002H-Pool20-P008B2-S082-T12,MZ002H-Pool20-P008B2-S082-T12.d,Sample,,5/23/2016 3:05 AM,,,1.077,1665010,1.110,1627943,1.278,56449,1.536,336342,1.659,15384,1.591,11773,1.692,2081033,1.905,196888,1.927,669984,1.949,8564163,2.005,2441837,1.882,3603,1.994,1526656,2.005,410406,2.039,5301040,2.050,3840469,2.173,330000,2.218,28899,2.218,824205,2.263,2727108,2.274,1255950,2.352,875809,2.374,1446720,2.386,1098564,2.475,803928,2.520,1534828,2.520,97434,2.531,1981479,2.755,564423,2.855,179294,2.855,2688819,2.911,206433,3.001,30860,3.057,158852,3.146,4953141,3.046,1135185,3.146,416282,3.180,559133,3.359,734316,3.269,1607956,3.292,1126940,3.292,247367,3.460,1072932,3.392,2798750,3.515,87638,3.661,687066,3.694,10647812,3.717,456770,3.773,2190376,3.873,2421858,3.873,2414063,3.985,4551,4.008,7328099,4.153,7267443,4.175,6138696,4.231,4740471,4.377,55201,4.377,1345723,4.477,1195113,4.679,4174917,4.791,4098388,4.791,0
!,!,MZ002H-Pool20-P008B3-S083-T12,MZ002H-Pool20-P008B3-S083-T12.d,Sample,,5/23/2016 5:40 AM,,,1.077,1551047,1.121,1646612,1.278,58057,1.535,331464,1.658,9883,1.591,14195,1.692,2090952,1.893,99840,1.927,680103,1.949,8233852,2.005,2555822,2.039,4337,1.994,15004,2.005,400890,2.039,5176603,2.050,3766589,2.173,290659,2.218,29616,2.218,791389,2.262,2711105,2.274,1201558,2.363,843757,2.374,1359112,2.385,1018602,2.475,809351,2.520,1594459,2.520,111122,2.531,1989354,2.755,544611,2.855,180212,2.866,2574174,2.911,182432,3.001,32655,3.057,132261,3.157,5036903,3.057,1095120,3.157,458022,3.180,606738,3.370,724382,3.280,1681812,3.291,1136683,3.291,248708,3.459,917565,3.392,2970809,3.515,30567,3.661,560817,3.694,10365861,3.717,610534,3.772,1954156,3.873,2259526,3.873,2251948,3.996,4873,4.007,6983631,4.153,6714486,4.175,885478,4.231,4457192,4.377,59685,4.377,270251,4.477,1117610,4.690,4208265,4.802,3135437,4.790,0
!,!,MZ002H-Pool20-P008B4-S084-T12,MZ002H-Pool20-P008B4-S084-T12.d,Sample,,5/23/2016 8:15 AM,,,1.108,1992861,1.120,2202117,1.276,58894,1.533,663455,1.601,11073,1.645,432,1.690,4379861,2.149,825774,1.936,1810799,1.947,16315110,2.003,4766523,2.026,10689,1.992,151072,2.003,646119,2.037,10228142,2.059,6359092,2.182,1386140,2.216,161385,2.216,2400503,2.261,5834646,2.283,2515492,2.350,2004082,2.372,4067469,2.395,2593188,2.495,1818841,2.518,625798,2.518,325776,2.551,5082508,2.753,1618036,2.842,344782,2.853,4035155,2.909,464051,2.988,9692,3.055,389319,3.167,8365007,3.055,2473874,3.144,614787,3.189,979448,3.402,843363,3.279,3184221,3.290,1802017,3.279,555377,3.458,3426165,3.390,3902307,3.502,0,3.659,498385,3.692,9114391,3.715,474329,3.771,1703107,3.871,1116477,3.871,1113014,3.994,18197,4.006,8848379,4.151,9541956,4.173,6547476,4.229,5847623,4.375,46487,4.375,2109195,4.475,1275534,4.688,5554167,4.789,4415637,,
!,!,MZ002H-Pool20-P008C1-S085-T00,MZ002H-Pool20-P008C1-S085-T00.d,Sample,,5/23/2016 10:49 AM,,,1.097,1501362,1.119,1463925,1.276,50532,1.533,346155,1.578,18810,1.600,5408,1.690,1975190,2.092,564218,1.936,804680,1.958,7678614,2.003,2228469,2.025,7225,1.992,1245224,2.003,453958,2.048,5150597,2.059,4321302,2.182,510736,2.215,58731,2.215,995215,2.260,2433614,2.282,1119139,2.361,839200,2.383,1498094,2.394,1047199,2.484,835949,2.529,1180626,2.517,126466,2.540,2017056,2.764,536183,2.853,151447,2.864,2570836,2.909,195370,3.010,22679,3.054,212399,3.144,4194852,3.054,1038506,3.144,390297,3.189,403506,3.368,477287,3.278,1564935,3.289,875591,3.289,265029,3.468,1442930,3.390,2677234,3.513,253015,3.670,414584,3.692,7716550,3.714,772319,3.770,1561476,3.871,1859795,3.871,1847764,4.005,3551,4.016,5644276,4.151,5189418,4.173,4967589,4.229,3622533,4.374,50826,4.374,1242915,4.486,895673,4.688,3250792,4.799,2083237,4.799,1948536
!,!,MZ002H-Pool20-P008C1-S085-T12,MZ002H-Pool20-P008C1-S085-T12.d,Sample,,5/23/2016 9:08 PM,,,1.107,1646502,1.118,1567052,1.274,42616,1.532,511096,1.655,323608,1.755,3937,1.700,2981759,2.225,562671,1.934,1201451,1.957,12013157,2.013,3104531,2.024,7854,1.990,88896,2.013,631153,2.035,7370739,2.057,6204624,2.181,1051907,2.225,242791,2.225,2677001,2.259,3885688,2.281,1682134,2.359,1392117,2.382,2624785,2.404,1791565,2.505,1167332,2.527,408778,2.527,309987,2.550,3440816,2.773,1234082,2.852,220371,2.863,3355595,2.908,366526,3.008,7307,3.053,332924,3.198,4979266,3.053,1474840,3.143,626869,3.198,601573,3.433,626961,3.277,2455776,3.288,1109666,3.288,396066,3.456,2787399,3.389,2916616,3.657,0,3.668,346370,3.691,7068976,3.713,350774,3.769,1412801,3.870,2529543,3.870,2508875,3.993,2365,4.015,5758650,4.149,5525674,4.172,4088099,4.228,3694509,4.373,54593,4.373,1280877,4.474,933102,4.686,3215296,4.798,2545440,4.787,12620
